attack_type,attack_vector,system_affected,downtime_hours,records_compromised,detection_delay_minutes,security_level,operational_loss
DDoS,Network,EHR,33,5112,59,High,1521650.0
DDoS,Email,Billing,27,21608,246,High,2248566.0
Ransomware,Email,EHR,13,52005,15,High,7079184.0
DDoS,USB,PACS,31,30979,294,Low,8012801.2
Phishing,Network,Billing,12,4005,68,Low,1148222.0
Phishing,USB,PACS,3,70626,280,Low,11956680.200000001
Malware,Email,EHR,17,21778,57,Low,5639731.0
Phishing,Network,Billing,43,78737,124,Low,13296484.0
Phishing,Email,PACS,37,74469,61,Medium,10559578.0
Phishing,Email,EHR,37,42788,258,High,4652970.0
Ransomware,USB,Billing,22,29080,250,Medium,6011323.0
DDoS,Network,PACS,41,46532,254,High,5033617.8
DDoS,USB,PACS,14,61350,79,High,5461372.199999999
DDoS,Network,PACS,9,86877,299,Medium,13003639.799999999
Malware,USB,PACS,10,86004,203,High,6937769.699999999
Malware,Network,Billing,5,75542,34,Medium,8991485.0
DDoS,Network,Billing,11,461,60,High,307089.5
DDoS,Network,Billing,19,39581,182,Low,7824395.0
Ransomware,USB,EHR,39,46182,134,High,7386543.999999999
Ransomware,USB,PACS,38,50054,201,Medium,11537756.0
Malware,Network,Billing,8,97976,148,Medium,11851855.0
Malware,Network,Billing,15,42237,119,Medium,5556916.0
DDoS,Email,PACS,13,79331,167,Low,16054572.200000001
Ransomware,Email,PACS,1,60659,237,Medium,11433591.6
Phishing,Network,EHR,19,41894,103,High,4065675.9999999995
DDoS,Network,Billing,7,39932,111,Low,7161311.0
Ransomware,Network,PACS,19,81641,80,Medium,16137265.6
Ransomware,USB,Billing,37,96954,160,Low,23589864.0
Malware,USB,EHR,18,26658,250,Medium,5204455.0
Malware,Email,EHR,30,21113,261,Medium,4947615.0
DDoS,Network,EHR,5,16560,123,High,1841245.9999999998
DDoS,USB,Billing,35,94152,113,High,7743820.999999998
DDoS,Email,Billing,8,38366,115,High,3009102.0
Malware,USB,EHR,24,47198,257,Medium,8747619.0
DDoS,Network,EHR,4,81320,182,Low,18723058.0
Ransomware,USB,EHR,31,76014,116,Medium,18530718.0
Phishing,USB,EHR,17,91176,82,Medium,13934741.0
Phishing,Email,PACS,34,41595,272,High,3801227.8
Phishing,USB,EHR,18,20844,42,High,2196983.0
DDoS,USB,EHR,46,84078,64,Low,22043623.0
Ransomware,Email,Billing,45,59212,230,Medium,11963011.0
Malware,Email,Billing,45,64656,61,Low,12247181.0
Malware,Network,PACS,42,16718,53,High,2255376.5999999996
DDoS,Email,EHR,25,71148,38,Medium,13297203.0
Phishing,USB,PACS,30,27084,184,Low,6114059.600000001
Ransomware,Email,Billing,38,99916,43,Medium,18099716.0
Ransomware,USB,Billing,11,82566,283,High,8317413.999999999
Malware,Email,EHR,43,98219,272,Low,23425315.0
Ransomware,Network,EHR,17,15468,103,High,2622177.0
Malware,Email,PACS,19,8961,110,High,1163574.3499999999
DDoS,Network,Billing,16,15037,210,Medium,2614416.0
Ransomware,Network,PACS,23,96643,259,Medium,19276375.2
Ransomware,Network,Billing,27,55655,201,Low,14010455.0
Phishing,Email,EHR,36,3423,86,High,1283855.0
Malware,USB,PACS,47,73240,228,Low,15696553.4
Ransomware,USB,PACS,48,44377,233,High,6468999.5
Ransomware,Network,PACS,19,67816,105,Low,18176897.8
Phishing,Network,Billing,12,43446,51,Medium,5124019.0
DDoS,USB,EHR,24,46446,208,Medium,9239291.999999998
Ransomware,Network,PACS,15,29064,18,Medium,6144321.2
Ransomware,Network,EHR,45,31834,83,Medium,9894413.0
Ransomware,USB,EHR,32,48325,178,Low,16954675.0
Phishing,USB,PACS,23,3778,60,High,781572.2
Phishing,Email,Billing,29,59633,80,Medium,7397741.0
Phishing,Network,Billing,35,57667,208,Low,10032807.0
Malware,Email,PACS,1,2500,47,Low,531641.6
Malware,USB,EHR,28,21675,84,Medium,4741040.0
Phishing,Network,PACS,17,1199,78,Low,1150959.4000000001
DDoS,Email,Billing,39,11132,68,High,1756481.0
Ransomware,Network,PACS,32,21266,58,Medium,5761340.399999999
Ransomware,Email,EHR,1,39534,170,High,5176581.0
DDoS,Email,PACS,45,75861,191,High,7542264.1
Ransomware,Network,Billing,40,527,44,Low,2720713.0
Ransomware,Email,PACS,6,84248,110,Medium,15876823.799999999
Ransomware,USB,PACS,41,90481,106,Low,25326765.6
Phishing,Email,Billing,44,51876,248,Medium,7230852.0
DDoS,Network,EHR,4,20870,149,High,2221746.0
Ransomware,USB,EHR,23,2514,61,Medium,2133751.0
Phishing,USB,Billing,37,67306,28,Low,11291437.0
Phishing,Network,EHR,18,74783,236,Medium,11701100.0
DDoS,USB,PACS,10,59940,37,High,5250964.6
DDoS,Email,EHR,46,1698,234,Low,3772042.0
Phishing,Network,PACS,5,98023,95,Medium,12245016.2
Malware,USB,Billing,45,25536,40,High,2632246.0
Ransomware,USB,Billing,38,26246,206,Medium,6269992.0
Phishing,Email,PACS,37,85941,209,Medium,12058075.0
Phishing,Email,PACS,8,74093,273,Medium,9542964.4
DDoS,Network,EHR,22,51862,29,High,5795865.999999999
DDoS,USB,EHR,21,28828,113,High,3503491.0
DDoS,Network,EHR,24,46197,203,Medium,9158939.999999998
Malware,Network,PACS,25,87053,122,High,7334515.749999999
Malware,Network,Billing,36,39691,245,Low,8072767.0
DDoS,USB,PACS,35,30555,214,High,3547630.6999999997
Ransomware,Email,PACS,40,35120,52,Low,11584666.600000001
DDoS,USB,PACS,40,86459,197,High,8270908.3
DDoS,Email,EHR,36,39593,183,Medium,8645608.0
Malware,USB,PACS,16,25513,80,High,2370157.55
Ransomware,Network,EHR,29,66296,78,Low,21735328.0
Ransomware,Email,EHR,17,2573,90,Low,2382258.0
Malware,USB,Billing,47,50817,121,High,4451671.75
Phishing,USB,PACS,38,81641,38,High,6704486.6
Malware,USB,Billing,14,33016,150,Low,5932048.0
Malware,USB,EHR,9,80100,285,Medium,13194708.0
Ransomware,Email,Billing,20,90825,12,Medium,15737351.0
DDoS,Network,PACS,7,9452,34,Low,2241070.4
Malware,Email,EHR,46,47650,286,Medium,9860179.0
Malware,USB,EHR,27,68867,217,Low,16300785.0
Ransomware,Email,Billing,2,3862,123,Medium,817987.0
DDoS,Network,EHR,43,66361,34,Medium,13305980.0
Phishing,Email,EHR,10,21051,155,Medium,3565271.0
DDoS,Network,Billing,2,52544,164,High,3968818.999999999
Malware,Network,PACS,37,16868,243,Low,5215771.800000001
Phishing,Network,Billing,1,11664,263,Medium,1414050.0
DDoS,Network,EHR,33,70698,48,Low,18160564.0
DDoS,Network,PACS,25,15120,267,Low,4599834.8
DDoS,Network,PACS,36,31825,152,High,3676029.0999999996
Phishing,Email,Billing,43,93747,84,Low,15392683.0
Malware,Email,Billing,15,27121,66,Medium,3746752.0
DDoS,USB,PACS,12,16968,47,High,1741172.0
Ransomware,Email,Billing,8,16800,66,Low,4224139.0
DDoS,USB,EHR,22,65986,245,High,7294899.0
Ransomware,USB,Billing,34,94137,250,High,10004596.5
Phishing,Email,PACS,17,18835,189,High,1795886.5999999999
Ransomware,Network,EHR,41,24791,260,Low,11097485.0
Malware,Email,EHR,17,19741,87,Low,5268844.0
Ransomware,Network,EHR,25,29914,204,Low,11140930.0
Ransomware,Network,PACS,19,89730,104,Low,23538868.200000003
DDoS,Network,PACS,38,41931,127,High,4471714.899999999
DDoS,Network,PACS,33,95301,167,Medium,15204957.399999997
Malware,USB,Billing,10,60035,267,High,4439214.25
Ransomware,Email,EHR,21,56004,178,Low,18244188.0
Ransomware,Network,Billing,5,77626,165,High,7532870.999999999
Ransomware,Network,EHR,6,1487,228,Low,1302697.0
Ransomware,Email,EHR,33,41622,71,Medium,11232598.0
Malware,Email,EHR,46,75799,66,Low,18672861.0
Ransomware,Email,PACS,43,76825,82,Low,22054240.6
Phishing,Network,Billing,20,42891,146,Medium,5398727.0
DDoS,Email,EHR,22,39136,236,Medium,7957011.0
Malware,Email,PACS,42,345,193,Low,2502135.4
Ransomware,Network,EHR,34,9801,2,Low,5785609.0
Malware,USB,Billing,17,84267,181,Medium,10556838.0
Malware,USB,EHR,36,54849,51,Low,13674714.0
Ransomware,Email,Billing,35,44172,226,High,5344137.0
DDoS,Network,Billing,21,4955,24,High,857575.5
Phishing,Email,Billing,42,6837,203,High,1277354.0
Ransomware,Email,EHR,46,59310,138,Medium,15923197.0
Malware,Network,Billing,12,8916,181,High,948245.4999999999
Phishing,Network,EHR,44,4140,163,Medium,2675203.0
DDoS,Network,EHR,22,11091,138,Medium,3142573.0
Phishing,Email,Billing,34,3032,108,High,878789.0
Ransomware,USB,PACS,36,78125,157,High,9614845.7
Malware,Network,Billing,20,16702,300,High,1644802.5
DDoS,Email,Billing,4,73073,29,Low,12506160.0
Ransomware,Email,EHR,35,67870,60,Medium,16979249.0
DDoS,USB,EHR,48,60210,191,Low,16940400.0
DDoS,Network,EHR,3,38632,233,Low,9162084.0
Ransomware,Network,EHR,41,31099,198,Low,12852517.0
Ransomware,Network,EHR,18,73229,181,High,10062478.0
Malware,Email,PACS,32,15020,48,High,1936603.7999999998
Ransomware,Network,Billing,3,81684,174,High,7866228.999999999
Malware,Email,EHR,6,37426,278,Medium,6360210.0
DDoS,Email,EHR,8,94002,52,Medium,16214280.0
DDoS,USB,Billing,8,42598,270,High,3449604.0
Malware,USB,Billing,26,27232,162,Medium,4168695.0
Phishing,Network,Billing,46,93307,177,Medium,11700503.0
Ransomware,Email,EHR,17,1445,254,Medium,1768278.0
Malware,Network,Billing,25,71089,217,Low,12431334.0
Phishing,Network,Billing,29,7858,227,Low,2601792.0
Phishing,Email,Billing,42,4626,29,Low,2497199.0
Ransomware,USB,Billing,27,85442,65,High,8923382.0
Phishing,Network,PACS,47,91358,250,Low,17470133.6
Malware,Email,Billing,2,47487,90,Low,7554753.0
Malware,USB,PACS,23,95919,169,Medium,13722667.799999999
DDoS,Email,PACS,1,35227,225,High,3108362.0999999996
Malware,Network,Billing,44,67531,37,Low,12634882.0
DDoS,Network,PACS,37,87971,220,High,8371801.3
DDoS,USB,Billing,17,69868,204,Medium,9571390.0
Malware,USB,Billing,44,48302,39,High,4201533.0
DDoS,Email,PACS,10,60648,143,Medium,9177656.799999999
Ransomware,Network,EHR,27,6157,254,Low,4539794.0
DDoS,USB,Billing,37,92073,249,Medium,13148744.0
DDoS,Email,Billing,20,47803,241,Low,9283257.999999998
Ransomware,Email,Billing,3,58190,191,Medium,9770740.0
DDoS,Network,PACS,33,41347,174,High,4386966.3
DDoS,Network,Billing,40,53847,57,Medium,8329692.0
Phishing,Email,EHR,46,4898,229,Low,3811746.0
Malware,Network,Billing,3,66651,153,Low,10717802.0
Ransomware,Network,EHR,17,46605,147,High,6607437.0
Malware,USB,Billing,27,9607,269,Medium,2308874.0
DDoS,Email,EHR,38,62683,37,High,7285809.0
Malware,Email,Billing,43,56397,58,High,4744510.25
Phishing,Email,EHR,21,28630,71,Low,6809643.0
Ransomware,Email,PACS,21,50004,117,Low,13928978.8
Phishing,USB,PACS,2,27448,84,Low,4706042.4
Ransomware,USB,PACS,17,78183,43,High,8971884.1
Phishing,Network,Billing,21,70485,182,High,4928330.0
Phishing,Network,Billing,30,49348,120,Medium,6337549.0
Malware,Network,Billing,4,46174,294,Low,7673364.0
Malware,Email,Billing,14,85765,150,High,6232787.25
Malware,Email,EHR,24,68136,218,Low,15957584.0
Ransomware,USB,PACS,2,87694,156,Medium,16413679.0
Phishing,USB,Billing,31,29006,167,High,2434744.0
Malware,USB,PACS,38,26520,267,Low,6948802.600000001
Malware,USB,EHR,3,2689,297,Low,1141624.0
DDoS,Network,EHR,33,48041,112,Low,13152764.0
DDoS,Network,EHR,31,77079,87,Medium,14574971.0
Malware,Email,PACS,43,84607,202,Medium,13075041.4
Ransomware,USB,PACS,17,68527,93,Low,18202763.0
DDoS,Email,PACS,14,86982,74,Low,17468820.400000002
DDoS,Network,PACS,12,17767,4,High,1751112.2999999998
Ransomware,USB,PACS,6,57759,71,Medium,11041817.0
Malware,Network,EHR,39,53849,58,Medium,10315191.0
DDoS,USB,Billing,42,86412,293,Medium,12688069.0
DDoS,USB,Billing,36,90596,204,Low,17229579.0
Malware,Email,EHR,41,40772,251,Low,11370606.0
Phishing,Network,PACS,31,77324,279,Medium,10835629.2
Ransomware,Network,EHR,21,42741,165,High,6346989.0
Ransomware,USB,Billing,10,10350,139,Low,3113485.0
Ransomware,Email,EHR,29,12280,200,High,2762784.0
Phishing,Network,EHR,40,73041,14,High,7125093.0
Ransomware,USB,EHR,22,38747,142,High,5792384.0
Ransomware,Email,EHR,18,64197,101,High,8832958.0
Malware,USB,EHR,4,35389,118,Low,7725434.0
DDoS,Network,EHR,11,49422,141,Low,12048639.0
DDoS,USB,EHR,19,71404,195,High,7671031.999999999
DDoS,Network,PACS,35,32912,196,Low,8441526.200000001
Phishing,Email,Billing,1,9903,5,High,681967.0
DDoS,Email,EHR,22,51251,95,Low,13083209.0
DDoS,Email,EHR,17,15227,205,Low,4840913.0
Ransomware,USB,EHR,43,38397,299,Medium,11492461.0
DDoS,USB,EHR,35,93122,106,Low,23376780.0
Malware,USB,Billing,45,85633,164,Medium,11735459.0
DDoS,Network,PACS,40,15357,41,Low,5242209.199999999
DDoS,Email,PACS,27,76423,85,Low,16222895.200000001
Phishing,Network,EHR,10,49013,174,Low,10155725.0
DDoS,USB,EHR,31,25146,20,Medium,5820968.0
DDoS,Email,PACS,22,39227,201,High,3921069.9
Phishing,Network,EHR,41,73590,272,High,7304677.999999999
Malware,Email,Billing,9,40725,6,Medium,5046119.0
DDoS,Network,EHR,8,86747,172,High,8812746.0
Ransomware,Network,Billing,38,29073,60,Low,8783904.0
Phishing,Email,PACS,11,73077,170,Low,12649141.4
DDoS,USB,Billing,16,49790,245,Low,9390357.999999998
Ransomware,USB,Billing,21,12867,233,Medium,3381043.0
Ransomware,Email,PACS,20,75053,267,Medium,15212977.0
Ransomware,Network,EHR,30,11950,153,Low,6308517.0
Phishing,Email,PACS,41,93514,69,Medium,12998094.2
Malware,Network,Billing,15,12081,255,Medium,2160440.0
Malware,Email,Billing,9,51541,106,Medium,6416864.0
Phishing,Network,Billing,43,22720,6,Low,5126436.0
DDoS,Email,PACS,47,32658,33,High,3943513.8
DDoS,Network,PACS,11,79312,52,High,6893798.199999999
Malware,Network,PACS,3,19545,139,Medium,2780911.4
Malware,USB,Billing,19,554,120,High,446228.49999999994
DDoS,USB,EHR,43,71583,91,High,8311334.999999999
DDoS,Network,PACS,40,90257,185,Medium,14780011.6
Phishing,Email,PACS,11,36406,283,High,2975870.5999999996
DDoS,Network,PACS,19,22478,48,High,2329790.7999999993
Phishing,Network,Billing,1,2797,174,Low,560995.0
Phishing,USB,PACS,46,46187,131,Medium,7399986.2
Phishing,Network,Billing,7,66159,94,Low,9959607.0
Ransomware,USB,PACS,40,32657,250,High,4973508.699999999
Phishing,Email,PACS,20,41176,129,Medium,5845538.0
Malware,USB,Billing,3,4407,202,Medium,742313.0
Malware,USB,Billing,42,45330,90,High,4007249.4999999995
Phishing,Email,PACS,3,5185,268,Medium,935414.2
Ransomware,Email,PACS,22,48727,177,High,6059218.899999999
DDoS,USB,PACS,46,33264,94,High,4000428.4
Phishing,Network,EHR,20,33371,36,Low,7615536.0
DDoS,USB,EHR,45,66967,84,Low,18186010.0
DDoS,Network,Billing,36,65438,90,Low,12889622.0
Ransomware,Network,Billing,34,43389,204,Medium,8905117.0
DDoS,USB,Billing,1,69151,168,Medium,8833922.0
Ransomware,Network,Billing,10,31039,268,High,3380458.5
DDoS,Network,PACS,37,36044,219,High,3998531.4
Ransomware,Network,PACS,2,92062,211,High,10086955.799999999
Ransomware,Network,PACS,7,39649,87,Low,10382831.8
Ransomware,Email,EHR,36,51260,149,High,7901333.999999999
DDoS,USB,EHR,38,38125,172,High,4961627.0
Malware,Network,PACS,31,25273,130,Low,6268506.4
Malware,USB,PACS,26,10562,69,High,1419241.5999999999
Ransomware,USB,EHR,39,32258,282,High,5771950.0
DDoS,USB,Billing,35,44728,279,High,4169480.999999999
Malware,USB,Billing,15,65409,172,Low,11063824.0
DDoS,Email,PACS,46,35548,205,High,4263112.399999999
Phishing,Email,EHR,14,20738,157,Low,4932049.0
DDoS,Email,Billing,12,90160,166,Low,15966508.0
DDoS,USB,Billing,17,78524,256,Low,14333225.0
Ransomware,Email,Billing,32,73487,285,High,8005116.499999999
Malware,Network,EHR,7,13985,157,High,1534126.0
DDoS,Email,PACS,39,37878,100,High,4171851.4
Phishing,Network,EHR,43,26726,220,High,3426727.0
Ransomware,Email,Billing,19,43291,145,Low,10816402.0
DDoS,Email,EHR,47,53210,253,High,6795120.0
Phishing,Email,PACS,9,55717,201,High,4268101.2
DDoS,Email,EHR,6,76259,39,Medium,13163395.0
DDoS,Email,Billing,2,94576,220,High,7115225.0
DDoS,Email,Billing,21,55793,129,Medium,7961734.0
Malware,Email,Billing,42,62463,218,High,5198037.75
Ransomware,Network,Billing,4,62485,138,Medium,10402396.0
DDoS,Email,PACS,15,63652,264,Medium,9991162.799999999
Ransomware,USB,Billing,26,26523,267,High,3378042.5
Ransomware,Email,EHR,36,21526,241,High,4236582.0
DDoS,USB,PACS,48,73437,133,Low,16859434.0
Malware,Network,EHR,36,29196,93,High,3719397.9999999995
Malware,Network,Billing,43,1440,35,Medium,1735543.0
Phishing,Email,EHR,24,46887,143,Medium,7885257.0
Phishing,Email,EHR,9,34863,216,Medium,5569126.0
Malware,Email,EHR,12,18992,237,Low,4964213.0
DDoS,USB,EHR,40,82418,156,Low,21327954.0
Phishing,USB,Billing,44,82676,98,Low,13868867.0
Malware,Network,PACS,41,44605,53,Low,10120908.4
DDoS,Network,Billing,10,48095,2,High,3758794.4999999995
Phishing,Network,EHR,23,96107,106,Medium,14909753.0
Phishing,USB,EHR,10,12661,286,Medium,2471512.0
DDoS,Email,PACS,22,59546,28,High,5491599.199999999
Ransomware,Network,Billing,28,92055,16,Medium,16307337.0
Ransomware,USB,PACS,13,17825,175,Low,5526091.0
DDoS,Network,EHR,17,93628,256,High,9864545.0
Ransomware,Network,PACS,17,22616,297,High,3146138.8
DDoS,Network,Billing,28,1242,231,Medium,1341435.0
Malware,USB,Billing,8,67649,295,Low,11183004.0
Ransomware,Network,Billing,20,77153,52,Low,18047637.0
Phishing,USB,Billing,40,7163,178,Low,2866890.0
DDoS,Email,PACS,43,86008,81,Medium,14178582.2
Malware,USB,Billing,39,14641,261,Low,4355326.0
Malware,USB,EHR,29,63129,17,High,6538468.0
Phishing,USB,PACS,12,10336,28,Medium,1695357.5999999999
Malware,Email,EHR,47,34854,64,Medium,7736871.0
Ransomware,Email,EHR,39,28090,201,High,5136995.0
Malware,Network,PACS,25,50179,39,High,4504846.55
DDoS,Email,Billing,4,15735,61,Low,2887251.0
Malware,Network,PACS,9,76004,25,High,6126947.899999999
Malware,Network,EHR,39,65210,249,Medium,12249716.0
DDoS,Network,Billing,37,60731,86,Low,12144029.0
Phishing,Network,PACS,8,16730,216,Low,3288674.2
Ransomware,USB,EHR,5,71228,226,Low,21320452.0
Ransomware,USB,PACS,10,96356,84,Medium,18337228.0
Ransomware,Email,EHR,29,98872,108,High,13588587.0
Malware,Network,Billing,25,72113,182,Low,12591216.0
Phishing,USB,PACS,33,76705,220,Low,14398396.0
Ransomware,Email,Billing,13,94644,127,High,9351676.0
Phishing,Network,Billing,12,315,83,Medium,455060.0
DDoS,USB,Billing,7,9440,69,High,875788.0
Phishing,USB,EHR,1,68631,264,High,5897935.0
DDoS,Email,EHR,18,3897,75,High,973510.9999999999
Phishing,Email,PACS,5,75347,138,Medium,9493970.0
Ransomware,Email,EHR,38,21360,146,High,4247115.0
Ransomware,Email,EHR,10,58220,8,Low,17641793.0
Ransomware,Network,PACS,32,4835,65,Low,3605017.0
Phishing,USB,Billing,3,64830,271,Medium,7321466.0
Ransomware,Email,Billing,8,91150,177,Low,20424732.0
DDoS,Network,EHR,42,30535,249,Low,10002579.0
DDoS,Email,Billing,43,88359,235,Low,17283760.0
Malware,USB,PACS,3,97257,300,Low,17692458.6
Malware,Email,EHR,24,3197,85,Low,2236528.0
Phishing,Email,PACS,20,95339,200,Low,16687887.8
Malware,Network,Billing,27,34270,203,Medium,5136741.0
Malware,Network,PACS,20,50898,95,High,4438458.8
DDoS,Network,Billing,20,223,48,Medium,818997.0
Malware,Email,EHR,7,73900,138,Medium,12015540.0
Phishing,Email,EHR,15,68761,200,High,6222958.0
Phishing,Email,Billing,30,45180,19,Medium,5852257.0
DDoS,Network,Billing,22,55195,66,High,4529822.5
Malware,Email,PACS,17,44810,93,High,3938766.8
Malware,USB,Billing,28,21045,263,High,2109720.75
DDoS,Email,Billing,42,92478,117,High,7740721.999999998
Ransomware,USB,PACS,47,83143,52,High,10406099.5
DDoS,USB,Billing,26,85889,197,High,6993283.5
Malware,Email,Billing,26,17185,211,Low,4070454.0
Ransomware,Email,EHR,42,79632,129,High,11683048.0
Ransomware,USB,EHR,19,32424,211,Medium,8505729.0
DDoS,USB,EHR,29,22145,141,Low,7147154.0
Phishing,Email,PACS,48,81383,183,High,6925577.399999999
Ransomware,USB,PACS,36,58269,243,Low,17289664.6
Malware,Network,Billing,6,65870,172,Medium,8008772.0
Phishing,Network,Billing,26,42950,253,High,3330640.0
Phishing,USB,PACS,11,73786,80,Low,12641777.200000001
Malware,USB,Billing,20,36174,12,High,2876279.5
Malware,Email,Billing,32,59530,208,Medium,8259263.0
Phishing,Network,Billing,32,43319,4,Medium,5762827.0
DDoS,Email,PACS,3,33047,143,Low,6605108.0
Ransomware,USB,PACS,14,94463,179,High,10640807.7
Malware,Network,EHR,31,30541,40,High,3692518.0
DDoS,Email,EHR,12,8738,70,Medium,2162946.0
Ransomware,Network,PACS,30,72564,131,High,8848190.0
Ransomware,Network,PACS,23,86616,213,Low,23208020.200000003
Ransomware,USB,Billing,46,73044,68,Medium,14116690.0
DDoS,Email,Billing,42,67242,133,Medium,10197944.0
Ransomware,Network,PACS,19,16397,61,High,2450757.3
Malware,Email,EHR,2,85846,190,High,7948139.999999999
Phishing,Network,EHR,3,13043,28,High,1214467.0
Malware,Email,PACS,11,52692,199,Low,10080034.8
Ransomware,Network,EHR,1,73710,39,Low,21377606.0
DDoS,Email,Billing,46,1847,143,High,1246302.5
Phishing,USB,EHR,2,722,71,Medium,210506.0
Phishing,Email,Billing,14,28829,165,Low,4861750.0
DDoS,Email,EHR,7,34052,146,High,3598275.0
DDoS,Network,Billing,40,3907,216,High,1310233.5
Ransomware,Network,PACS,12,45834,69,High,5307083.8
Ransomware,Network,PACS,23,53702,221,High,6668277.8
DDoS,Email,PACS,13,21658,272,Low,5135259.0
Malware,Email,PACS,2,76663,20,Medium,10232609.799999999
DDoS,Network,PACS,5,19719,198,Medium,3230354.6
DDoS,USB,Billing,4,87793,142,Low,15129289.0
Malware,Email,PACS,24,45231,76,Low,9337957.6
Phishing,USB,Billing,25,31072,190,Medium,4295799.0
DDoS,Email,PACS,27,4723,17,High,1035347.5
DDoS,Email,PACS,26,68534,5,High,6338656.199999999
DDoS,Email,Billing,46,86670,36,High,7429962.999999999
Malware,USB,PACS,13,63465,177,Low,12110208.600000001
Phishing,USB,PACS,36,27841,76,Medium,4736827.8
Malware,Network,Billing,23,80776,99,Medium,10369113.0
Ransomware,Email,Billing,39,5052,136,Medium,2888882.0
DDoS,USB,EHR,46,68987,186,Low,18751963.0
Malware,Network,Billing,21,10417,21,Low,2657044.0
Ransomware,Email,Billing,11,12345,268,Low,3695057.0
Malware,Email,PACS,34,82610,217,Low,16672612.600000001
Malware,Network,PACS,19,75991,91,Medium,10924826.2
Malware,Email,PACS,5,93443,213,Medium,12792975.6
Phishing,USB,Billing,47,64171,167,Low,11397574.0
Phishing,Email,Billing,8,24717,26,High,1702679.0
Malware,USB,Billing,47,44598,23,High,4036183.9999999995
DDoS,Email,Billing,10,16621,56,Medium,2553655.0
Malware,Email,EHR,11,64184,135,Low,14212084.0
Phishing,USB,PACS,15,61248,145,High,4785422.199999999
Phishing,Email,Billing,14,93323,13,Low,14027009.0
DDoS,USB,Billing,10,27487,69,High,2309781.5
DDoS,Email,PACS,25,87964,217,Medium,13814001.799999999
Ransomware,USB,PACS,39,3727,142,Low,4025869.2
Malware,Email,Billing,43,88569,12,High,6902381.25
Ransomware,USB,PACS,40,40714,27,High,5700033.6
DDoS,Email,PACS,36,42656,135,Medium,7777258.799999999
Ransomware,USB,Billing,17,58830,64,Medium,10435330.0
DDoS,USB,PACS,47,88928,264,Low,19875376.8
Malware,Network,EHR,16,2312,188,Medium,1318424.0
Phishing,Email,EHR,7,87707,130,Low,17441289.0
Malware,USB,PACS,38,96470,170,Low,19230445.0
Malware,Network,PACS,43,50466,281,Low,11512745.600000001
Malware,Network,Billing,28,35408,206,Low,7023513.0
DDoS,Email,EHR,4,5058,213,Low,1650020.0
Ransomware,Email,PACS,48,7361,143,Medium,4167323.4
Malware,USB,EHR,32,8883,202,Low,4053086.0
Malware,USB,EHR,44,79408,141,High,8521705.0
Phishing,Email,Billing,18,17577,27,High,1476690.0
Ransomware,Network,EHR,11,32268,58,Low,10339619.0
Ransomware,USB,EHR,5,62355,248,Medium,14100302.0
Ransomware,Network,EHR,5,45962,131,High,6038313.0
Ransomware,Email,PACS,26,20630,68,High,3107868.8
Ransomware,Network,PACS,1,91205,7,High,9842755.7
Malware,USB,Billing,32,32987,103,High,2937244.25
Malware,Email,PACS,39,71099,91,Medium,11080113.0
DDoS,Email,EHR,25,13454,93,Medium,3661494.0
DDoS,Email,PACS,13,1706,206,Medium,1014109.5999999999
Malware,Network,Billing,33,26189,247,Medium,4393771.0
Malware,Email,EHR,3,61650,156,Low,13166131.0
Phishing,USB,EHR,2,77502,55,Low,15067759.0
Ransomware,Network,PACS,3,57389,157,Medium,10837763.6
DDoS,USB,Billing,18,14399,116,High,1530809.5
DDoS,Email,EHR,5,94139,78,Medium,16121104.0
DDoS,Network,PACS,15,5251,258,High,965081.7
Malware,Network,PACS,16,35500,160,Low,7291629.0
Malware,USB,Billing,1,27158,193,Medium,3394342.0
Ransomware,USB,PACS,37,61289,139,Low,17911910.400000002
DDoS,USB,Billing,48,71187,235,High,6376438.5
DDoS,USB,Billing,10,88544,198,High,6862650.0
Ransomware,USB,PACS,27,38044,277,Low,11687974.8
DDoS,Email,PACS,11,7831,152,High,1027064.8999999999
Ransomware,USB,PACS,40,42298,117,Medium,10084617.0
Malware,Email,Billing,35,83416,85,High,6442824.5
Malware,Network,Billing,5,25914,148,Medium,3353760.0
Malware,USB,EHR,3,27029,110,Medium,4428260.0
Phishing,USB,Billing,27,15666,84,Low,3450501.0
Ransomware,USB,PACS,28,65607,244,High,8040342.1
Phishing,Email,EHR,34,96161,19,Low,20480856.0
Phishing,USB,Billing,28,28703,68,Medium,4019971.0
Ransomware,Email,PACS,22,53083,223,Medium,11158888.6
Malware,Email,PACS,30,49934,186,High,4665325.5
Malware,USB,EHR,33,500,55,High,993394.9999999999
DDoS,Email,PACS,25,43420,20,Low,9762023.0
DDoS,Email,Billing,38,96840,5,High,7956852.999999998
Malware,Email,EHR,24,39383,270,Medium,7562814.0
Malware,USB,PACS,3,47433,227,Low,8825507.0
DDoS,Network,Billing,18,73421,87,High,5819047.5
Ransomware,USB,EHR,43,43331,208,Low,16513213.0
Ransomware,Email,EHR,18,27536,91,Low,9655830.0
Phishing,Email,EHR,4,89574,223,Low,17691025.0
Phishing,Network,PACS,31,81751,272,Low,15101153.600000001
DDoS,USB,PACS,47,39656,29,Low,10297200.0
DDoS,Network,PACS,13,5311,174,Low,1903291.0
Malware,USB,PACS,45,43800,98,Medium,7660938.8
Malware,USB,EHR,2,47812,123,High,4513748.0
